Метод,20,30,40,50,75,100,125,150,175,200
list,0.0000053,0.0000097,0.0000162,0.0000245,0.0000539,0.0000820,0.0001357,0.0001935,0.0002662,0.0003465
matrix,0.0000089,0.0000182,0.0000302,0.0000461,0.0000981,0.0001801,0.0002869,0.0004036,0.0005570,0.0007142
