Метод,20,30,40,50,75,100,125,150,175,200
list,0.0000152,0.0000320,0.0000623,0.0000993,0.0002306,0.0004241,0.0006573,0.0013091,0.0015482,0.0020528
matrix,0.0000188,0.0000406,0.0000730,0.0001194,0.0002765,0.0004991,0.0007673,0.0012794,0.0017202,0.0022943

